item_count,complexity,active_orders,hour_of_day,prep_time
2,2,14,0,27.420545318633383
3,8,5,3,28.258817372131134
3,8,9,17,32.73989861111412
1,1,7,13,17.63690399993102
3,1,0,23,10.345839606300014
2,1,1,10,14.742407233303013
3,4,13,8,36.08765568841545
5,4,12,12,37.61888545781952
3,8,7,16,32.40016741717438
2,1,14,14,27.053674101345027
1,3,6,1,19.07781714062944
4,1,9,5,23.78741713146047
3,9,8,6,34.414862686373084
2,9,1,1,24.370691714513555
4,7,7,23,30.249303787856324
4,8,5,12,34.24281670066123
5,1,14,9,33.131547140748374
4,5,0,15,18.442551537510052
2,2,3,8,15.189382120619097
2,1,13,7,24.89496679377641
3,3,14,14,30.619421275864692
3,7,1,21,30.84264876090676
3,1,6,6,19.71990869808639
4,2,8,21,32.65956684395617
4,2,5,22,27.82290565040203
5,4,3,18,30.553253407486896
3,3,4,3,20.27261126018563
1,3,10,8,22.636008340559307
5,5,0,18,30.099933232808105
1,3,12,1,27.20849305074765
4,7,3,6,26.738281302429865
5,5,12,21,43.888773802559015
5,4,9,18,39.82025865175878
2,3,2,5,16.63209543971332
4,4,8,14,31.702823539841194
4,2,5,6,21.045636244640217
5,1,14,5,31.500737285782606
4,3,3,0,20.41405486890768
5,2,2,13,20.482491371185418
2,1,11,0,26.810750174577805
5,1,14,5,32.5381387339171
4,2,12,17,31.16847442895128
4,9,3,16,32.301938124965865
5,5,7,1,31.834888859915026
5,9,11,7,40.712870391117434
5,8,4,20,34.24277535058082
3,6,12,22,41.83773090117045
4,1,14,22,34.19501875805711
4,5,10,1,31.74267491750133
3,1,0,15,12.567884365331834
5,7,4,3,32.8268672684393
2,8,7,1,31.395415139903072
5,8,10,22,44.29668612111258
5,7,14,4,44.72555864040909
3,2,11,16,30.065391067244104
4,5,3,1,23.146652640097596
5,4,13,21,40.813601510038175
4,5,1,13,23.198388760187388
1,9,12,19,43.29399493058941
4,4,14,6,34.410327167562706
2,8,2,14,19.715756369048545
2,8,13,17,37.899194498998405
5,2,10,12,32.72867037548834
4,6,8,11,31.858961557820688
5,5,13,1,43.36805046644339
3,2,6,11,19.525694907749532
2,4,2,5,15.91562043795207
5,7,4,23,28.788463595026336
3,1,2,0,15.074197892423431
5,9,9,20,44.52002253217978
4,1,3,0,16.560442935727455
4,5,11,14,35.946667572221635
4,7,7,15,32.43561252294769
4,8,13,21,43.53036368681532
1,2,2,6,13.627463693951412
3,4,2,21,23.559280749074514
3,2,10,13,26.203153935483577
4,4,10,18,37.77463141992629
1,6,7,23,26.398217490742027
4,6,9,18,39.63313044554897
1,2,12,22,29.49939518600535
4,4,9,12,27.850401101213205
2,4,6,20,26.56277365772238
2,1,6,11,17.746388230453622
5,2,9,0,31.89236472524033
4,3,1,11,17.64785465339935
3,5,11,3,32.10351253852098
5,8,6,14,31.73407420275722
2,6,9,15,29.481064960423943
4,3,10,14,29.40914817042691
5,6,9,7,34.541548340580285
4,7,2,18,32.593256856393616
2,6,13,14,32.228511852560786
5,6,6,17,34.001758514499215
2,1,12,10,23.380775787904767
1,3,3,8,17.83210719787615
2,7,12,0,30.70767475790647
4,4,7,8,28.01168740255885
3,4,7,22,31.62059355667558
2,7,5,11,24.78050166146312
3,9,12,1,39.455565053008776
1,2,11,10,22.47281133014724
5,9,2,20,36.79551849135458
5,3,5,13,26.000723536673902
3,6,5,1,30.433862713180606
5,4,2,14,20.64283689937346
2,1,10,20,27.901853039841328
3,9,3,22,32.258388001915435
4,6,14,20,44.04912424620589
2,8,1,17,21.928290205814616
2,2,14,13,28.102965068080366
2,7,0,20,23.45388752215702
4,6,1,11,24.62875621457417
1,2,6,9,16.453736275117503
5,2,9,13,28.756550007911525
3,4,4,21,27.171502735715375
1,4,8,14,21.150956637690896
3,3,2,4,19.118555711929517
5,8,1,1,26.28271565379989
4,7,14,21,46.2866785726218
2,2,3,5,16.40377353289794
2,3,1,11,14.433961892136768
4,9,10,1,36.3102909863104
1,5,6,3,21.713477090614184
1,2,9,6,18.735298498865493
3,3,5,15,21.276016170730433
4,8,7,0,34.97779412092854
1,4,12,0,27.369105815285156
4,2,4,13,23.308070898630284
5,2,1,10,19.790167024493933
2,6,12,11,33.94661174624836
2,8,3,10,26.03342320307178
2,7,0,5,22.31422791734796
4,4,1,22,22.58977202660395
4,2,3,11,18.55401745275606
3,9,5,20,35.555796629383245
2,4,3,11,20.201362711324272
3,9,3,9,28.436734532974825
2,5,13,7,32.08717139644494
3,7,10,19,40.560764427623944
3,5,9,18,33.62455280381265
5,2,9,6,28.031509448325245
3,6,1,13,22.241627224491744
4,7,8,3,37.88803962995657
3,6,11,0,33.16058142320418
2,3,9,7,23.007706346227693
3,8,7,4,30.266138384324638
1,3,7,7,19.168178060468012
2,5,4,7,23.95209234955407
1,9,2,20,27.16789858780344
2,5,5,23,23.109162924239573
4,7,13,6,38.91608906732502
4,7,8,18,35.473708875262574
4,5,7,3,28.244582340173793
1,2,6,22,17.25107668333936
5,5,13,19,43.45020151006358
2,7,10,5,32.479090124293116
4,7,14,11,38.60879894614804
2,4,7,17,22.31581033256905
1,1,3,11,9.418961029303551
5,6,5,17,25.567336522777286
1,3,14,2,25.287647294094732
2,5,14,9,34.604008611936
5,4,13,6,35.97145780899645
5,2,4,2,23.21874022781301
1,7,11,18,39.78189412023099
4,5,1,12,23.697578943933223
2,7,7,3,28.978071490917994
3,9,2,9,25.930535243614045
3,4,13,5,35.7187836141769
1,5,4,0,21.770507475589817
2,9,7,5,32.68625828255677
2,4,10,7,26.99015933001353
1,5,14,14,29.45093033920953
2,5,8,7,29.134632264800448
4,8,12,21,46.141030318613936
1,4,14,5,29.39285964116403
4,4,8,18,33.04645513164388
2,7,13,13,32.6568492659103
1,5,4,1,20.82071710651715
2,6,1,6,19.540966338392483
1,6,6,7,23.995514785952878
2,6,10,9,31.860596710152493
4,5,10,12,33.94389155287004
4,5,6,21,30.95003788930318
2,9,14,20,44.344756268128634
1,8,11,19,38.02559975498945
3,4,12,0,32.376496359896436
4,7,7,8,28.71945335921284
4,8,7,9,31.387935673933274
3,9,4,19,35.61468773058787
2,5,14,1,34.58418272397968
1,3,0,19,19.719375153368638
2,4,12,10,26.299895228310838
5,6,10,4,37.79523103372724
4,5,12,17,35.65266656434376
5,9,3,6,29.998182537891722
4,3,3,2,17.565016529434786
4,2,14,15,34.68182176775869
5,6,10,14,34.0329385989571
5,7,2,7,25.271684898315822
2,5,7,19,30.807062066545083
5,1,2,4,18.880673844810495
2,3,12,2,29.049264570744498
2,3,4,4,19.16116366298285
2,4,1,8,22.89094938319606
4,6,5,15,29.447004338087535
4,5,14,13,38.61914980067156
5,1,5,17,20.73547880179212
4,6,7,6,33.524717668165856
5,9,7,14,35.889354435162964
4,1,0,7,12.679214574177015
1,8,4,2,23.377016842490402
1,8,1,10,21.080213882236492
5,3,9,19,34.376346854180554
4,9,11,17,37.94713703043919
4,8,4,14,28.004455090886783
2,3,9,9,24.711429303271377
3,5,11,2,32.82065160719311
5,3,8,14,30.384726362742345
3,5,3,22,23.98873429233936
3,9,7,5,31.23884186370376
5,4,0,10,22.862423337476546
4,6,7,10,29.551574080928955
5,3,5,18,30.90529063419661
3,3,7,22,34.15262047156223
4,5,5,2,21.990792367165575
1,8,10,12,30.741509569519465
5,8,2,21,35.815848700313296
5,3,14,7,34.336515933466394
4,8,11,20,42.93025958501914
1,8,14,10,33.39950133765981
1,3,10,10,24.655586502057503
4,2,7,12,23.057825603193894
2,2,4,2,15.93859885338738
5,9,11,5,43.49346112535174
5,7,9,23,37.412210376408794
3,6,4,9,26.746748898773166
4,7,14,18,48.81500976354355
3,8,11,11,36.34735961852989
3,1,6,13,23.933357262547723
1,8,5,10,25.387341143761823
5,3,8,20,36.735274553256374
3,3,6,9,22.642398360600236
1,6,2,2,20.080699896703646
4,4,10,12,30.14618262576591
3,4,10,17,31.6788683331819
5,4,11,12,36.50204475640215
3,9,4,23,28.872719506347526
4,8,8,13,34.91245579961805
3,3,10,13,25.611626628226634
5,1,12,6,32.76009715059028
1,1,14,11,26.981202716033735
5,1,9,3,24.83474460579634
1,4,13,15,32.94298009252986
2,6,1,18,24.995122606743568
5,4,0,9,20.535429656463087
5,3,10,15,33.8974128475709
4,8,7,4,32.35591870322637
3,8,7,15,34.01392842726428
1,6,1,0,14.847486504109106
1,9,13,4,35.65614969960266
4,1,12,12,28.725155372260208
4,8,7,12,32.311911120807075
3,6,4,2,23.32653622551279
3,1,1,16,12.726298432626875
5,4,6,18,32.135338424638825
2,5,6,4,22.76184532942491
3,7,2,4,26.76840584750599
4,8,13,14,41.466721381819
3,9,0,9,24.323870424317636
1,6,10,11,29.529994387855837
2,9,3,23,25.90931991554673
5,4,1,10,20.611796029099214
1,8,3,0,19.388600439059346
1,3,7,22,26.877649543444974
2,4,1,20,16.74860305226006
5,4,0,2,17.982735044967693
4,6,10,3,35.00921658584609
5,9,13,18,49.06546650742214
3,6,14,23,39.71835269535216
1,1,14,19,29.0116845635582
3,5,2,2,22.438851278332688
4,9,9,17,36.947112736551674
3,5,6,2,26.798432860699933
5,6,12,6,38.73988374983519
3,3,11,21,34.70805449432322
4,8,5,20,36.42994548533596
4,4,5,23,25.586999281433815
4,4,6,0,24.0229016900572
5,5,7,18,36.05132671302467
4,9,2,17,30.105301518470505
1,8,2,1,21.29669520298022
4,7,9,11,34.09656515632925
3,5,12,16,29.134108290611923
3,9,7,20,40.968183243867934
3,9,11,20,39.964723351420304
5,2,12,2,31.16369546343634
3,4,13,11,31.023311747519358
5,8,12,11,41.993503603403866
5,1,6,5,24.383923026783805
4,5,9,9,32.618681929915574
1,8,4,21,30.20761024272757
4,2,3,5,23.046927764221547
4,2,5,13,21.389158294032903
5,8,8,1,34.93749115546982
5,9,5,10,34.03035941108483
3,7,7,14,27.689531606695073
3,8,0,7,22.309503466957384
4,5,11,21,35.597871919963296
2,1,13,12,24.428557687941026
2,4,5,18,22.625061877573923
3,2,13,9,32.01703105449467
2,3,13,8,29.32218638612342
3,3,1,17,20.460634213688348
5,9,2,6,33.121124550662536
4,4,5,2,27.418405096152764
1,2,1,11,10.920639445542914
4,3,3,14,22.08006315265849
3,3,5,21,24.707179855853486
3,7,4,20,30.235263287546765
4,8,5,12,31.028020415939764
3,6,14,5,33.32167961077787
2,4,5,7,19.98700903509068
2,6,7,13,27.985901407692687
3,1,8,2,21.11962742887354
3,8,4,15,26.327502568387523
2,1,5,17,15.731096484407567
3,5,5,23,25.996081610539747
3,2,5,16,20.721947641882057
4,6,1,17,22.749425851336134
1,9,3,9,24.135259363478276
2,5,0,16,18.21405747363846
4,4,13,15,37.21477764100845
1,2,11,20,27.25044858430507
3,3,0,23,15.335106589465909
3,6,0,1,22.489675298626487
4,8,6,19,38.2457480397094
3,8,0,3,20.19416895501007
5,5,5,10,26.71365079823297
4,5,1,6,19.975793632299077
1,3,5,16,16.668631339425776
4,7,5,18,35.23966888261598
2,6,11,5,34.97044785359633
4,1,10,9,26.334054188696772
3,4,2,20,25.719033856087595
3,6,14,3,39.06762678019416
5,6,7,0,35.373634925940415
5,3,10,6,33.7696478119875
5,6,3,20,31.106108318147797
1,6,12,15,27.498618893796298
5,9,6,16,34.44275436687409
1,9,3,23,24.436969143330515
5,2,0,4,16.513938747976475
1,4,5,21,20.7497794746174
4,9,4,22,33.869270443936955
4,4,8,9,34.61316036149345
3,8,14,6,39.36140734695911
1,3,13,12,30.700266080805577
2,3,13,6,28.63053509655395
3,9,14,14,42.88524578659891
4,8,8,16,34.313624879947895
1,1,11,22,26.71462555828473
5,2,10,2,31.55679974236087
2,3,12,4,27.09511833431314
4,2,7,9,22.011698383387596
3,3,14,4,30.689595798341507
1,8,6,23,24.57880086095951
2,6,13,6,33.76754599786679
1,7,1,6,14.907988222450893
5,6,13,21,45.210423606158756
3,1,7,22,28.43259652734691
1,3,2,13,12.883909492375256
4,1,5,22,24.190735907783502
3,9,9,14,39.23465024329796
4,9,6,4,36.643957999524325
1,5,11,4,28.555151893840602
3,4,5,3,21.504954595422966
4,9,4,19,37.467725486937525
5,9,3,20,35.08297249739151
5,3,1,8,18.054090115439045
1,5,8,11,25.004357263240628
3,3,13,15,30.143453382202654
2,2,6,21,20.153468714022985
3,1,6,7,20.87352676419396
5,2,3,8,24.520346939930974
4,8,13,11,41.919259174627534
2,8,4,19,29.802389088405747
1,3,5,6,13.219270339353901
2,7,11,20,37.992704493419154
1,7,10,3,28.186208207006068
2,2,11,22,28.39749459966256
1,9,1,2,17.806480329080273
1,3,3,0,18.854004486790885
2,2,14,6,26.60560993672394
2,3,12,8,24.25681477528626
1,2,3,1,16.98928352046402
5,8,11,6,40.2621246835322
2,5,12,9,30.651914948985244
3,3,3,1,19.718795996298716
4,5,6,12,28.571376931059003
1,8,12,2,33.826456046008964
1,7,6,12,21.686487402078736
4,6,6,9,26.03146662838692
5,1,6,11,22.242052364282426
4,1,1,2,14.679793560305663
2,1,4,19,19.579939967426355
4,8,9,5,36.25712683222808
1,8,1,2,19.640864641231452
4,7,4,1,26.938607898790668
3,6,11,22,38.98942395160793
2,4,5,21,27.427654252659803
4,1,2,13,15.28242587016811
1,9,5,14,23.764117773589824
2,1,14,17,27.660382456455803
1,4,4,18,21.95869486557096
5,3,3,21,29.772168995377612
3,7,9,9,30.329572925208524
5,5,8,19,34.68841747712072
3,5,10,16,29.233332259318637
4,4,13,16,35.63956629299828
2,1,7,18,23.196751099872863
4,5,11,23,33.522805142413155
3,4,6,3,23.209571622198354
3,8,10,10,37.0310005345133
3,2,14,16,31.766104868207613
1,8,0,23,15.954794161736913
2,1,8,9,21.902359731022845
4,4,8,21,34.780804716436776
4,3,5,16,25.6695540439642
5,5,6,11,28.642561997871294
3,5,12,9,31.02198822652154
3,5,2,9,20.734643058392592
3,4,4,5,22.126090946403778
4,8,6,16,34.570699094151195
5,3,0,18,25.773048926434022
1,4,11,1,26.498174586777
2,1,0,3,10.244949290923659
1,7,4,17,22.33051400815463
4,1,8,20,28.311364038371437
3,2,6,3,22.55787431873516
2,7,0,5,16.595626482922814
4,1,12,13,28.917389240801587
4,3,12,6,33.98828001381908
4,6,14,11,36.52859484072418
2,6,11,1,35.089334243505
2,6,4,17,20.645422647469744
5,2,14,23,33.79061556931323
5,2,7,12,28.451868414501128
1,6,7,12,27.304066458461037
2,5,11,4,30.41495918161611
2,7,1,6,21.362270873354344
2,7,6,11,30.275741430007315
5,5,9,13,30.56378706414023
4,8,4,0,26.350331015346434
3,6,8,23,25.751288141203624
5,5,2,9,23.19748137298432
2,4,0,8,13.567817858806627
5,7,12,9,40.66114302775259
1,4,3,6,18.615502865493678
2,5,6,15,25.517220877787967
1,5,0,11,16.25875661468536
2,1,1,11,9.783894580371303
5,1,13,18,37.86959422700731
4,3,4,12,20.83241946965833
3,3,8,20,31.301789376582196
1,2,13,17,25.685335991690142
5,2,0,2,19.769876962387524
4,6,11,6,39.952511606519586
5,1,3,0,20.034329498700462
1,6,11,2,26.99331575644002
3,5,13,20,35.837588945616666
5,6,2,13,24.606384445881922
2,5,13,3,34.23367391128384
4,7,4,18,34.2689977163454
5,1,4,21,26.760608339512732
4,3,9,5,29.0628974019274
2,6,1,19,25.638738474140414
3,1,4,8,14.18590893624629
3,7,8,10,33.07251627638479
2,4,4,21,25.578787853520073
4,3,14,14,31.418533190067272
5,9,10,8,41.170877346117535
2,1,9,10,18.695163602391727
1,8,1,9,21.22035948735033
4,1,6,1,21.939851443086464
3,5,14,21,38.281626156655854
2,8,5,13,27.827009717833672
3,6,6,3,28.81806238030738
4,7,7,1,30.753004833117515
3,8,9,4,35.36453240817661
2,6,4,13,22.24294801297989
4,6,1,14,24.94860711866087
1,6,6,18,28.008110987576813
2,5,6,5,26.046304235364758
5,8,7,14,33.57278758563807
2,2,6,13,17.430702759735475
4,7,9,7,32.724004179480076
2,4,6,19,27.45331806311407
1,1,13,11,23.79543777111459
1,5,12,3,29.4731201392539
5,3,8,20,31.77174626310129
3,4,7,5,23.965019266244738
4,7,14,10,42.84128502597783
4,5,1,22,27.443177100137575
3,4,1,21,24.44717940838447
1,1,6,6,15.189397931947546
1,6,9,3,27.38967562500733
2,6,14,14,33.85024419234437
5,7,10,0,33.799460609805486
5,1,12,8,32.970874959365645
5,4,14,22,43.16435747748822
2,9,9,19,36.83592013688478
5,6,2,7,26.402524102701648
3,2,0,11,13.067689597759534
2,4,8,6,27.596939689756198
3,6,13,17,36.94311794150985
2,4,14,0,29.50432311566527
5,7,13,8,38.533278954660446
3,3,13,6,31.60108015897906
3,6,2,13,22.668727012909024
3,4,0,0,18.03594102153063
2,3,5,12,19.213346422006694
4,3,3,19,24.805320020226993
5,2,13,14,34.61929533827777
3,3,0,4,16.688195874609864
4,1,3,4,20.6149489709884
5,3,7,13,29.368908882842984
5,9,10,13,38.82633470657529
3,4,6,13,24.712903467672835
3,3,14,4,31.728392150047533
2,8,11,10,32.30998634165661
4,1,0,18,15.922234308918117
4,5,9,4,35.79548581503286
3,1,11,3,24.58218879849044
5,7,8,14,34.847621088168566
3,5,5,20,29.939618301357907
5,2,1,6,19.423369859603405
5,1,2,4,13.856856456338523
3,7,6,14,28.368523430421032
1,1,2,13,14.442310611120899
4,3,12,23,31.476328787316255
5,6,2,23,29.670231575358553
5,6,4,2,28.862832425664386
1,7,2,4,19.19771913658678
2,1,2,11,13.188836577345912
1,7,10,19,34.575140300657814
1,2,4,13,14.830667040901902
5,6,13,4,38.43586227718268
4,8,4,23,27.072253229544696
1,5,11,3,28.82250288022026
2,3,8,20,28.289689118781073
3,8,0,15,26.32887111101671
1,8,13,6,34.533293834180654
1,4,0,2,9.972299954797084
2,8,10,21,38.64482371081905
4,5,13,3,36.251842046456744
1,5,8,19,28.238279678487444
1,3,4,21,22.536848824954173
4,7,3,5,28.09524423510471
2,9,1,2,21.306174074504057
1,9,11,0,32.76430953313646
4,1,8,2,26.288849731284635
1,1,5,23,12.540532144951634
3,5,14,7,34.95527856734131
5,1,8,15,26.55435645944329
3,4,4,21,24.492218330960366
1,1,3,6,11.903167822810365
2,2,6,17,18.93750951931173
5,2,4,8,22.153040009488773
3,4,7,2,22.33888682760985
4,8,7,17,33.39937643848407
2,2,12,15,25.162865184187545
3,9,1,20,32.83155539230372
4,9,12,0,41.73134686005788
1,2,14,20,30.245927029591662
4,1,4,19,23.509052364649712
3,9,9,15,35.55025285731773
3,2,7,11,21.605850637073594
1,8,2,5,18.369669066789807
4,3,6,20,30.284723043156728
4,1,2,8,17.952337163411258
1,1,14,20,31.781799593352495
4,2,5,12,23.87748850204238
1,7,1,23,17.04327684904824
2,6,5,11,25.56951266324376
3,2,5,12,17.71643403259787
2,4,7,17,24.114317547882315
5,2,4,18,26.382601271543454
5,1,13,18,37.93661944901332
5,3,0,18,21.4842921336058
1,4,14,5,30.885459342447174
4,5,7,15,27.326640889116174
2,5,11,6,30.665686462569468
2,7,8,6,29.845482940270276
2,8,0,22,26.770825844227133
2,9,4,18,32.395202689087256
5,7,11,15,36.365677976344756
2,5,5,16,25.480660095256894
4,9,3,21,34.84011165000291
5,8,13,18,47.335106197106825
2,9,10,15,37.26967795139463
1,8,1,15,18.42211740055074
3,6,4,18,29.705033670763097
3,4,13,14,32.939518129574445
3,9,13,2,39.63650112032482
5,9,3,14,32.64650776677424
2,9,12,15,35.73738690757696
5,3,6,19,31.563613394528762
4,3,5,4,23.762535983456516
1,6,2,18,26.1340337644873
1,6,8,9,28.91239821130295
3,6,13,12,35.938999167512094
3,5,3,14,24.49847511321848
3,5,14,11,33.849835654454814
2,2,10,16,28.502635947503666
4,7,4,14,27.810563527672144
4,4,13,3,34.53433558550539
4,3,2,14,20.96408739519469
4,8,7,16,35.10506424176991
3,4,10,10,28.657115021061056
1,4,6,22,21.183600378467986
3,8,10,22,41.31172564900473
4,1,10,14,24.679811921803925
3,9,14,19,47.84841217972315
4,7,6,20,37.20462273727706
5,2,7,6,26.785159004278743
1,6,6,12,25.008613862525216
5,8,2,21,33.41937706323342
2,5,2,12,21.649526271232137
3,6,1,19,26.52586732883901
2,8,12,19,40.02935328729744
3,6,0,1,22.28254288232753
5,9,4,9,31.96962913355493
4,9,11,17,35.49047028359331
4,9,3,19,32.604672125941576
3,6,14,4,39.670157307909115
4,9,12,19,46.3999204687632
5,3,10,18,36.84028397619724
4,5,1,1,23.521484707295436
5,2,0,3,18.59111745104759
2,8,13,15,36.04962424268016
5,4,13,20,40.7227604229753
1,6,2,15,16.04914854853047
1,6,12,16,28.2661012917651
1,5,5,14,20.849421465517096
3,1,12,12,26.588597337064993
3,7,1,0,23.676139844368347
3,8,9,21,38.628458758257345
5,1,14,4,31.172029356175695
3,7,12,19,41.391217121230305
2,4,6,0,22.571212325715198
1,6,10,11,28.034526515309327
5,9,6,22,41.01446553137799
1,5,10,14,30.431384593108575
3,8,2,3,23.01630445956243
5,5,13,18,41.18560975588864
4,2,0,15,12.59623731096747
2,4,8,22,29.785122108028162
3,2,10,17,22.12803919357035
3,7,4,16,26.748341532335825
2,7,1,10,20.58763538524667
2,3,14,19,34.15227892383052
4,7,7,12,32.84378299734027
3,1,11,23,26.293189087348193
3,1,9,21,31.510194457441617
1,9,9,8,32.526099541931124
5,6,3,16,27.473730541018817
5,5,10,16,29.937382827820983
1,6,9,4,28.659274366043697
5,6,11,21,44.07535207047936
2,1,6,7,20.347274554073877
5,5,13,2,33.52450508375463
5,9,12,5,43.31016750473516
1,4,4,2,19.117082132414914
4,3,12,7,34.30312524030666
5,1,2,11,20.10379569124616
5,2,9,3,28.921131513778395
4,3,7,1,23.86329142487983
1,4,1,9,13.965842379179445
4,7,0,14,24.27764744303462
1,6,4,12,22.365680059623312
2,8,10,23,29.827522009967673
1,9,3,14,24.690899865232325
2,6,10,21,32.05442785970908
2,7,9,18,35.83175781097621
1,4,14,17,27.505203768343307
3,2,6,12,18.31398434434263
1,9,14,19,45.92095173154026
5,9,12,19,45.135696120556695
5,4,8,0,29.326635032553344
3,3,5,15,21.459257084194167
2,6,10,7,25.835198588195638
3,3,0,22,22.07079896286098
5,1,14,5,31.898554321049822
3,4,7,2,23.359661167389177
1,1,1,19,16.548780092431134
3,2,3,15,14.928256710908823
2,3,2,1,16.795271961175683
1,8,5,22,30.04710735502258
4,4,1,1,20.314579361313267
5,4,4,14,25.687215886867172
5,9,10,9,40.75721807232377
3,7,8,0,26.5457939596751
1,2,14,21,30.051524725325393
4,3,2,19,23.073484449631383
1,4,1,14,16.415028361656173
5,4,1,23,22.517244067424173
1,8,14,0,35.8226949539516
4,6,8,21,40.311271368224155
3,3,5,15,17.451061007666077
2,9,1,17,26.528968882516505
1,8,2,23,21.42358883945887
2,9,14,4,37.789658317687326
5,5,13,20,42.031455063311796
3,3,0,4,14.503678234448387
3,4,1,22,26.200155284206765
1,5,14,22,36.77838253990337
3,9,1,9,27.072920918060042
1,9,10,22,36.01567430545751
1,3,1,11,12.922343621408663
2,7,6,9,28.518587800357402
3,6,2,1,24.652329910153398
1,4,12,23,24.720492818494733
2,5,14,0,34.91714402660943
4,2,13,15,31.308274891869278
2,7,10,17,32.2307475384824
2,4,3,6,17.54399004529933
1,2,1,3,14.251625491019848
5,6,4,9,29.320358151246218
5,2,13,9,32.42399205704531
5,2,8,10,26.62215118004078
2,7,11,2,34.418819633739936
1,1,8,13,19.543052862257962
3,7,6,12,28.86114093500066
2,5,11,18,33.92636595401393
2,1,7,9,20.81025304779815
1,6,12,14,29.347665502817343
4,7,13,7,37.9470702015224
2,1,4,16,20.352165905842067
4,9,4,5,32.05740391981552
4,7,11,6,36.53556072347792
5,1,2,13,18.011335322002868
1,3,5,7,17.079463632622744
4,5,0,11,22.995727995603147
1,4,2,17,17.05715767450659
5,2,10,13,28.702139417297346
1,1,1,0,9.039911710865987
2,4,6,3,19.569125795875767
4,7,8,16,33.626375666468405
1,4,3,17,8.664577110811917
3,9,6,18,33.61785525974845
1,8,7,3,27.584600588722292
4,8,9,5,30.550849005104094
5,5,1,7,28.268373902584432
5,1,6,14,21.926670376969017
4,9,12,19,46.867585321264016
2,2,11,0,27.735567855836177
2,6,2,4,20.937121224248678
5,5,7,15,30.889766489635722
5,8,5,20,36.864454603933645
4,3,2,5,17.263855460775694
2,6,7,20,30.448771704746765
5,6,10,9,36.20606259786503
2,3,12,9,27.848111169240433
5,7,2,4,25.990148986755354
1,4,8,7,24.726884578374516
3,5,10,0,27.638879942889982
1,9,2,4,24.08981991602859
5,6,0,0,25.701409767197667
3,4,12,6,31.876039289657243
3,8,1,14,27.5277760710056
5,9,3,22,37.911147997581665
5,5,12,23,39.657532893080415
2,2,10,13,18.66632046850708
5,6,1,22,32.07587874496455
4,8,3,8,29.771355093521496
5,5,3,7,27.169710165279955
4,1,3,7,19.33436722720706
5,8,0,2,26.03776674514097
2,9,8,19,38.61775508636119
4,1,9,3,28.862766286858008
1,8,10,16,27.24435078277379
4,2,6,5,25.579885858294563
2,4,1,1,15.942367953398827
4,2,2,8,17.08086092223823
5,2,12,13,29.978882707388976
5,3,7,0,28.65966228817499
2,8,6,16,31.365103767433936
3,4,3,10,19.822143736120996
5,7,3,5,30.433367916796545
1,3,8,0,21.07901530026203
2,3,14,18,32.013049995272276
4,2,4,15,20.44132176113326
4,6,13,17,36.27062285391885
1,6,12,10,28.373047373264914
5,1,10,8,27.639337115399442
2,7,4,20,28.66329772459029
1,4,14,5,31.813129275992974
5,3,6,1,26.74715662417584
2,8,0,7,18.19031375881802
4,2,2,21,25.81315723188397
2,9,1,15,24.470218853017006
3,8,10,7,35.56183035130889
2,8,9,7,33.547050948706236
3,3,5,13,21.456790205213167
2,4,10,0,25.92719301795396
3,2,11,6,27.893146135584637
4,2,5,1,23.24585725274406
5,4,9,14,32.56285382593658
3,6,0,23,21.6220389316507
3,5,13,17,34.300904618626475
4,1,13,3,28.10882499415046
3,1,5,17,17.241650381263383
1,6,9,22,34.54521460680976
4,3,1,4,18.76546450309199
1,3,10,15,21.24499448403497
4,7,3,12,24.656290342790047
3,1,5,8,15.822091085691506
1,1,2,4,12.547707413122085
3,3,2,7,18.519524704809687
4,8,11,17,41.889466464751145
3,1,2,2,16.052288554922026
1,4,3,5,17.872584061129064
1,9,8,10,34.07969001913317
3,4,3,22,23.662416131589286
2,8,12,13,32.39955387493686
4,7,3,23,28.205779797144398
4,3,3,18,25.611875579704567
3,7,6,6,29.29507787604794
2,7,4,23,26.74952715812527
1,3,11,9,26.223117464235226
5,2,1,14,22.233043644735606
5,9,6,5,33.883840223161364
3,1,2,19,21.694745403697937
2,7,10,5,29.954997206165725
2,4,0,15,18.337868512263512
4,2,8,8,26.49624450358045
1,2,4,18,20.81375315625008
2,8,9,17,30.635989808229592
5,7,0,4,24.4372503867381
1,7,10,15,30.310570480461834
1,5,0,6,17.996528460022564
3,8,0,18,31.164768056783156
2,2,11,4,25.916960207822317
3,2,8,19,27.75739564722985
2,5,12,10,32.04581828338652
4,1,7,22,30.40892736718334
3,6,10,17,32.42359840088299
3,4,12,6,30.625438022283536
5,6,14,17,42.158254667340444
3,7,12,2,35.42063677533647
2,3,5,4,18.78978069189736
5,8,9,22,42.68771642142674
3,7,14,12,39.63320619144576
3,1,14,15,28.85493423466463
4,6,5,21,32.92557228725277
3,7,5,11,27.786915722165602
1,4,3,6,15.83637193326189
5,2,4,21,30.8991087940613
1,9,9,12,34.9858219260338
5,7,2,0,27.294385524353558
4,1,2,14,15.304785907699157
3,8,9,20,37.87201655295821
3,3,6,11,23.591643155752973
3,4,4,16,21.627998139934853
5,5,7,22,33.34238960589456
3,1,4,19,21.988370720770252
1,6,11,4,30.01411908476533
3,6,3,16,25.5692766178555
4,2,13,23,35.113821832818765
1,6,2,14,17.503821722146245
3,8,11,19,39.953140139409015
